1,5271.06,,,
2,5346.55,,,
3,5501.8,,,
4,5531.54,,,
5,5545.04,,,
6,6592.86,,,
7,7895.55,,,
8,8019.89,,,?
9,9077.12,,,
10,8045.05,,,
11,11497.94,,,
12,11960.52,,,
13,7687.07,,,
14,8846.48,,,
15,8346.78,,,
16,6389.42,,,
17,9575.76,,,
18,8141.02,,,
19,13224.26,,,
20,10643.92,,,
21,8785.55,,,
22,9216.2,,,
23,5941.8,,,
24,9526.17,,,
25,6781.17,,,
26,9284.39,,,
27,9262,,,
28,5807.79,,,
29,9854.96,,,
30,7772.66,,,
31,7752.3,,,
32,10023.63,,,
33,6644.54,,,
34,7635.51,,,
35,9909.45,,,
36,5304.71,,,
37,8472.69,,,
38,9457.72,,,
39,5867.73,,,
40,9138.13,,,
41,8816.03,,,
42,5970.42,,,
43,9416.29,,,
44,8955.69,,,
45,7371.36,,,
46,9874.07,,,
47,8724.26,,,
48,8325.67,,,
49,9532.09,,,
50,7028.33,,,
51,7979.99,,,
52,9858.94,,,
53,6958.93,,,
54,9211.06,,,
55,9541.81,,,
56,7343.37,,,
57,9444.1,,,
58,9277.82,,,
59,8509.6,,,
60,9548.86,,,
61,8083.74,,,
62,8477.95,,,
63,9178.8,,,
64,7267.25,,,
65,9360.76,,,
66,9037.3,,,
67,7459.44,,,
68,9912.07,,,
69,9727.63,,,
70,6470.58,,,
71,15658.74,,,
72,17538.56,,,
73,6113.18,,,
74,17194.27,,,
75,12129.32,,,
76,11992.32,,,
77,11737.93,,,
78,11201.12,,,
79,10762.87,,,
80,7844.53,,,
81,7753.01,,,
82,7690.24,,,
83,7445.97,,,
84,7271.77,,,
85,7221.83,,,
86,7161.52,,,
87,7206.42,,,
88,7251.6,,,
89,7282.34,,,
90,7380.64,,,
91,7419.58,,,
92,7460.74,,,
93,7521.47,,,
94,7394.28,,,
95,7236.66,,,
96,7115.03,,,
97,7198.79,,,
98,7134.6,,,
99,7214.73,,,
100,7146.17,,,
101,7049.05,,,
102,6911.63,,,
103,6871.14,,,
104,6870.68,,,
105,6752.69,,,
106,6483.51,,,
107,6382.79,,,
108,6359.18,,,
109,6292.94,,,
110,6395.05,,,
111,6576.48,,,
112,6558.9,,,
113,6624.26,,,
114,6607,,,
115,6547.81,,,
116,6573.47,,,
117,6550.92,,,
118,6277.18,,,
119,6105.88,,,
120,6241.04,,,
121,6292.87,,,
122,6274.68,,,
123,6199.46,,,
124,6165.03,,,
125,6151.37,,,
126,6155.7,,,
127,6155.14,,,
128,6178.8,,,
129,6144.3,,,
130,6084.13,,,
131,6012.84,,,
132,6009.57,,,
133,5961.02,,,
134,5929.59,,,
135,6179.61,,,
136,6209.17,,,
137,6135.77,,,
138,6084.53,,,
139,6129.42,,,
140,6067.37,,,
141,6061.12,,,
142,6010.47,,,
143,5775.88,,,
144,5754.37,,,
145,5768.16,,,
146,5990.58,,,
147,6028.77,,,
148,5964.67,,,
149,5931.11,,,
150,5982.53,,,
151,5933.36,,,
152,5875.62,,,
153,5858,,,
154,5788.31,,,
155,5785.36,,,
156,5779.81,,,
157,5799.37,,,
158,5773.03,,,
159,5719.8,,,
160,5696.78,,,
161,5750.5,,,
162,5697.94,,,
163,5697.7,,,
164,5695.31,,,
165,5671.76,,,
166,5669.2,,,
167,5818.72,,,
168,5838.42,,,
169,5854.46,,,
170,5901.85,,,
171,5800.21,,,
172,5700.81,,,
173,5573.25,,,
174,5469.95,,,
175,5515.17,,,
176,5405.18,,,
177,5342.57,,,
178,5381.35,,,
179,5583.43,,,
180,5583.57,,,
181,5801.72,,,
182,5780.02,,,
183,5833.93,,,
184,5858.87,,,
185,5880.94,,,
186,5889.85,,,
187,5939.34,,,
188,5967.49,,,
189,6009.75,,,
190,6007.2,,,
191,5980.34,,,
192,6006.25,,,
